Course Title,Rating,Level,Duration,Review,Modules,Instructor,Offered By,Keyword,Course Url
Application Security for Developers and DevOps Professionals,4.8,Intermediate,17.0,117,"Introduction to Security for Application Development, Security Testing and Mitigation Strategies\u202f, OWASP Application Security Risks, Security Best Practices\u202f, Final Project, and Assessment",John Rofrano,IBM,Computer Science,https://www.coursera.org/learn/application-security-for-developers-devops
Inferential Statistics,4.3,Not Provided,22.0,578,"Before we get started..., Comparing two groups, Categorical association, Simple regression, Multiple regression, Analysis of variance, Non-parametric tests, Exam time!","Emiel van Loon, Annemarie Zand Scholten",University of Amsterdam,Computer Science,https://www.coursera.org/learn/inferential-statistics
2. データに基づいた意思決定を行うための問いかけ,4.6,Beginner,18.0,61,"効果的な問いかけとは, データに基づいた意思決定, 表計算ソフトの基礎知識, ステークホルダーを常に意識する",Google Career Certificates,Google,Computer Science,https://www.coursera.org/learn/ask-questions-make-decisions-japanese
"Shortest Paths Revisited, NP-Complete Problems and What To Do About Them",4.8,Intermediate,13.0,802,"Week 1, Week 2, Week 3, Week 4",Tim Roughgarden,Stanford University,Computer Science,https://www.coursera.org/learn/algorithms-npcomplete
Advanced Portfolio Construction and Analysis with Python,4.7,Intermediate,12.0,482,"Style & Factors, Robust estimates for the covariance matrix, Robust estimates for expected returns, Portfolio Optimization in Practice","Vijay Vaidyanathan, PhD, Claudia Carrone",EDHEC Business School,Computer Science,https://www.coursera.org/learn/advanced-portfolio-construction-python
Developing Data Models with LookML,4.7,Intermediate,5.0,46,"Introducing Looker and LookML, Data Modeling using LookML, Modeling Explores for your Users, Working with Derived Tables",Google Cloud Training,Google Cloud,Computer Science,https://www.coursera.org/learn/developing-data-models-with-lookml
"UX Research at Scale: Surveys, Analytics, Online Testing",4.3,Beginner,18.0,186,"When and How to Use Surveys, Asking the Right People (Coverage Error), Getting Answers (Nonresponse error), Writing Questions (Measurement Error), About Research at Scale, Behavioral Analytics, Remote Testing, A/B Testing and Preference Testing","Lija Hogan, Clifford Lampe",University of Michigan,Computer Science,https://www.coursera.org/learn/ux-research-at-scale
Understanding Europe: Why It Matters and What It Can Offer You,4.5,Not Provided,16.0,224,"Why the European Union?, Who is the European Union?, What the EU can do?, How does the EU work?, What can the EU do for you?, What can you do for Europe?, A Job for All (Optional), Clinic Section (Optional)",Alberto Alemanno,HEC Paris,Computer Science,https://www.coursera.org/learn/europe
TensorFlow on Google Cloud,4.4,Intermediate,13.0,2.737,"Introduction to the Course, Introduction to the TensorFlow Ecosystem, Design and Build an Input Data Pipeline, Building Neural Networks with the TensorFlow and Keras API, Training at Scale with Vertex AI, Summary",Google Cloud Training,Google Cloud,Computer Science,https://www.coursera.org/learn/intro-tensorflow
Guided Tour of Machine Learning in Finance,3.8,Intermediate,24.0,660,"Artificial Intelligence & Machine Learning, Mathematical Foundations of Machine Learning, Introduction to Supervised Learning, Supervised Learning in Finance",Igor Halperin,New York University,Computer Science,https://www.coursera.org/learn/guided-tour-machine-learning-finance
DevOps on AWS: Operate and Monitor,4.6,Intermediate,3.0,118,"Week 1, Week 2","Russell Sayers, Rafael Lopes",Amazon Web Services,Computer Science,https://www.coursera.org/learn/devops-aws-operate-monitor
Ethics in the Age of AI Specialization,4.7,Beginner,10.0,142,"Artificial Intelligence Algorithms Models and Limitations, Artificial Intelligence Data Fairness and Bias\t\t\t\t\t\t, Artificial Intelligence Privacy and Convenience, Artificial Intelligence Ethics in Action",Brent Summers,LearnQuest,Computer Science,https://www.coursera.org/specializations/ethics-in-ai
Introduction to Complexity Science,4.6,Beginner,16.0,21,"Course Overview and Week 1: Introduction to Complex Systems, Week 2: Robustness, Resilience, and Sustainability, Week 3: Regime Shifts and Tipping Points, Week 4: Introduction to Agent-Based Modeling, Week 5: Introduction to Static Complex Network",Cheong Siew Ann,"Nanyang Technological University, Singapore",Computer Science,https://www.coursera.org/learn/complexity
Introduction to Big Data,4.6,Not Provided,17.0,10.782,"Welcome , Big Data: Why and Where, Characteristics of Big Data and Dimensions of Scalability, Data Science: Getting Value out of Big Data, Foundations for Big Data Systems and Programming, Systems: Getting Started with Hadoop","Ilkay Altintas, Amarnath Gupta",University of California San Diego,Computer Science,https://www.coursera.org/learn/big-data-introduction
Testing for Web Accessibility With Accessibility Insights,4.7,Intermediate,2.0,119,Learn step-by-step,Dylan Sheffer,Coursera Project Network,Computer Science,https://www.coursera.org/projects/testing-for-web-accessibility-with-accessibility-insights
Software Development Processes and Methodologies,4.7,Beginner,22.0,1.940,"Software development processes : Part 1, Software Development Processes : Part 2, Software Development Models:  Traditional Models, Software Development Models: Agile and Lean","Praveen Mittal, Kevin Wendt",University of Minnesota,Computer Science,https://www.coursera.org/learn/software-processes
SQL Functions,4.3,Beginner,0,64,Learn step-by-step,Emma Martin,Coursera Project Network,Computer Science,https://www.coursera.org/projects/sql-functions
Blockchain Platforms,4.6,Intermediate,16.0,1.030,"Permissioned Blockchains, Decentralized Applications Platforms, Challenges & Solutions, Alternative Decentralized Solutions",Bina Ramamurthy,"University at Buffalo, The State University of New York",Computer Science,https://www.coursera.org/learn/blockchain-platforms
Healthcare Data Literacy,4.3,Intermediate,13.0,109,"Healthcare 101, Concepts and Categories, Healthcare Data, Data and Conceptual Harmony",Brian Paciotti,"University of California, Davis",Computer Science,https://www.coursera.org/learn/healthcare-data-literacy
Practice Exam for CompTIA ITF+ Certification,4.9,Intermediate,2.0,17,"About the CompTIA ITF+ Certification Exam , Practice Exam for CompTIA ITF+ Certification , Course Wrap-up and Cloud Basics Exam","IBM Skills Network Team, Roopa Raghavan",IBM,Computer Science,https://www.coursera.org/learn/practice-exam-for-comptia-itf-plus-certification
Concurrency in Go,4.7,Intermediate,9.0,716,"MODULE 1: Why Use Concurrency?, MODULE 2: CONCURRENCY BASICS, MODULE 3: THREADS IN GO, MODULE 4: SYNCHRONIZED COMMUNICATION",Ian Harris,"University of California, Irvine",Computer Science,https://www.coursera.org/learn/golang-concurrency
Humanidades digitales,4.6,Beginner,3.0,833,"bienvenida/presentación, ¿QUÉ SON LAS HUMANIDADES DIGITALES (HD)?, MÉTODOS Y HERRAMIENTAS, DIGITALIZANDO EL SABER, LA TRANSFORMACIÓN DIGITAL",Jordi Vallverdú,Universitat Autònoma de Barcelona,Computer Science,https://www.coursera.org/learn/humanidades-digitales
Computer Vision in Microsoft Azure,4.7,Beginner,8.0,71,"Analyze and Classify Images with the Computer Vision Service, Detect objects in images with the Custom Vision service, Analyze Faces, Text, and Receipts with Azure AI", Microsoft,Microsoft,Computer Science,https://www.coursera.org/learn/computer-vision-microsoft-azure
Data Processing Using Python,4.1,Beginner,29.0,342,"Welcome to learn Data Processing Using Python!, Basics of Python, Data Acquisition and Presentation, Powerful Data Structures and Python Extension Libraries, Python Data Statistics and Mining, Object Orientation and Graphical User Interface",ZHANG Li,Nanjing University,Computer Science,https://www.coursera.org/learn/python-data-processing
IoT Devices,4.7,Intermediate,12.0,155,"Week 1: Orientation, Basics and Lab instructions, Week 2 - Devices: IoT circuits, Week 3  - IoT Devices Architecture, Week 4 - Devices: Arduino Programming and Lab Submission",Matthew Caesar,University of Illinois at Urbana-Champaign,Computer Science,https://www.coursera.org/learn/iot-devices-il
Astro 101: Black Holes,4.8,Beginner,18.0,1.047,"Introduction to Black Holes, Life and Death of a Star, The Structure of Spacetime, Sizing Up Black Holes, Approaching a Black Hole, Crossing the Event Horizon, Inside a Black Hole, Hunting for Black Holes, Our Eyes in the Skies,  Riding the Gravity Wave",Sharon Morsink,University of Alberta,Computer Science,https://www.coursera.org/learn/black-holes-astro-101
JavaScript Programming Essentials,0.0,Beginner,17.0,0,"Introduction to JavaScript Development, Arrays and Objects in JavaScript , Working with DOM\u202fin JavaScript, JavaScript Async, Final Project and Course Wrap-up","IBM Skills Network Team, Richa Arora",IBM,Computer Science,https://www.coursera.org/learn/javascript-programming-essentials
Exploring Quantum Physics,4.1,Not Provided,34.0,56,"Week 1 - Welcome, Lecture 1 and 2 - Conceptual Grounds, Week 2 - Lecture 3 and 4 - Path Integral, Week 3 - Lecture 5 and 6 - Quantum Wells to Cooper Pairs, Week 4 - Lecture 7 and 8 - Quantum Oscillators, Week 5 - Lecture 9 and 10 - The (Simplest) Atom, Week 6 - Lecture 11 and 12 - The Bouncing Ball, Week 7 - Lecture 13 and 14 - Rotation and Spin , Week 8 - Lecture 15 and 16 - Quantum Gas and Time Dependence, Final Exam, Bonus Lectures","Charles W. Clark, Dr. Victor Galitski","University of Maryland, College Park",Computer Science,https://www.coursera.org/learn/quantum-physics
"Act on Climate: Steps to Individual, Community, and Political Action",4.8,Beginner,25.0,157,"Introduction, Food, Energy, Transportation, Built Environment, Climate Action Plan, Conclusion",Michaela Zint,University of Michigan,Computer Science,https://www.coursera.org/learn/act-on-climate
Research Data Management and Sharing,4.7,Not Provided,13.0,671,"Understanding Research Data, Data Management Planning, Working with Data, Sharing Data, Archiving Data","Sarah Jones, Helen Tibbo","The University of North Carolina at Chapel Hill, The University of Edinburgh",Computer Science,https://www.coursera.org/learn/data-management
Introduction to Image Processing,4.8,Beginner,10.0,101,"Introduction to Digital Images, Working with Image Data, Thresholding Images, Adjusting Image Contrast","Amanda  Wang, Matt Rich, Megan Thompson, Isaac Bruss, Sam Jones, Max Babayev, Brandon Armstrong",MathWorks,Computer Science,https://www.coursera.org/learn/introduction-image-processing
Decentralized Finance (DeFi) Primitives,4.9,Intermediate,6.0,384,"Mechanics, Supply and Ownership, Loans and Swaps, Joining the World of DeFi",Cam Harvey,Duke University,Computer Science,https://www.coursera.org/learn/decentralized-finance-primitives-duke
Reviews & Metrics for Software Improvements,4.7,Not Provided,8.0,1.617,"Module 1: Right Product, Module 2: Done Right, Module 3: Managed Right, Module 4: Project Retrospectives",Kenny Wong,University of Alberta,Computer Science,https://www.coursera.org/learn/reviews-and-metrics-for-software-improvements
Applied Cryptography Specialization,4.5,Intermediate,10.0,446,"Cryptography and Information Theory, Symmetric Cryptography, Asymmetric Cryptography and Key Management, Cryptographic Hash and Integrity Protection",Sang-Yoon Chang,University of Colorado System,Computer Science,https://www.coursera.org/specializations/applied-crypto
Data Visualization,4.5,Not Provided,15.0,1.360,"Course Orientation, Week 1: The Computer and the Human, Week 2: Visualization of Numerical Data, Week 3: Visualization of Non-Numerical Data, Week 4: The Visualization Dashboard",John C. Hart,University of Illinois at Urbana-Champaign,Computer Science,https://www.coursera.org/learn/datavisualization
Spatial Analysis and Satellite Imagery in a GIS,4.9,Beginner,14.0,551,"Filtering Data Using Queries, Vector analysis, Remote sensing as a GIS data source, Raster analysis, Project: Spatial Analysis",Don Boyes,University of Toronto,Computer Science,https://www.coursera.org/learn/spatial-analysis-satellite-imagery-in-a-gis
Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript,4.9,Beginner,27.0,90,"The Building Blocks, The heart of code, Expanding possibilities, 3 dimensional structures, Surfaces as geometry generators",Glenn Wilcox,University of Michigan,Computer Science,https://www.coursera.org/learn/3d-modeling-rhinoscript
Applied Calculus with Python,4.8,Intermediate,23.0,29,"Introduction to Python, Functions, Rates of Change and the Derivative, Derivative Rules and Applications, Accumulated Change and Integrals","Joseph W. Cutrone, PhD",Johns Hopkins University,Computer Science,https://www.coursera.org/learn/applied-calculus-with-python
Learn TypeScript,0.0,Intermediate,5.0,0,"Learn Primitive Types, Learn Structural Types, More Advanced Typescript Features, Styling and Finishing Our App","Per Harald Borgen, Ania Kubow",Scrimba,Computer Science,https://www.coursera.org/learn/learn-typescript
Architecting with Google Kubernetes Engine: Workloads,4.7,Intermediate,15.0,1.224,"Course Introduction, Kubernetes Operations, Deployments, Jobs, and Scaling, Google Kubernetes Engine (GKE) Networking, Persistent Data and Storage",Google Cloud Training,Google Cloud,Computer Science,https://www.coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke
The Data Science of Health Informatics,4.6,Beginner,10.0,192,"Introduction to Databases and Data Types, Data Sources and Data Challenges, Formulating Data Questions, Real World Applications of Data Science in Health Informatics","Hadi H. K. Kharrazi, MD, Ph.D, Sam Meiselman",Johns Hopkins University,Computer Science,https://www.coursera.org/learn/the-data-science-of-health-informatics
Les Partenariats Public-Privé (PPP): Comment offrir de meilleures infrastructures pour les services publics,4.7,Not Provided,14.0,491,"Réduire le déficit d’infrastructures\xa0: le rôle des PPP, Prendre les bonnes décisions : les cadres législatifs et institutionnels dédiés aux PPP, Susciter l’engagement du partenaire approprié : la passation des PPP, Obtenir un partenariat réussi : la mise en oeuvre du PPP","Dianne Rudo, M. Olivier Frémond",The World Bank Group,Computer Science,https://www.coursera.org/learn/partenariats-public-prive
Practical SAS Programming and Certification Review,4.9,Intermediate,20.0,355,"Course Overview and Data Setup, Review of Getting Started with SAS Programming, Part 1, Review of Getting Started with SAS Programming, Part 2, Case Study/Programming Assignment: Analyze TSA Claims Data, Review of Doing More with SAS Programming, Part 1, Review of Doing More with SAS Programming, Part 2, Case Study: Preparing World Tourism Data",Stacey Syphus,SAS,Computer Science,https://www.coursera.org/learn/sas-programming-certification-review
Service-Oriented Architecture,4.5,Intermediate,9.0,557,"Web Technologies, Web Services, REST Architecture for SOA, Capstone Challenge",Kenny Wong,University of Alberta,Computer Science,https://www.coursera.org/learn/service-oriented-architecture
Differential Calculus through Data and Modeling Specialization,4.8,Intermediate,10.0,150,"Calculus through Data & Modeling: Precalculus Review, Calculus through Data & Modeling: Limits & Derivatives, Calculus through Data & Modeling: Differentiation Rules, Calculus through Data & Modeling: Applying Differentiation","Joseph W. Cutrone, PhD",Johns Hopkins University,Computer Science,https://www.coursera.org/specializations/differential-calculus-data-modeling
Machine Learning Using SAS Viya,4.7,Intermediate,33.0,100,"Course Overview, Getting Started with Machine Learning using SAS®  Viya, Data Preparation and Algorithm Selection, Decision Trees and Ensembles of Trees, Neural Networks, Support Vector Machines, Model Deployment, Additional Resources and Practice Exam","Catherine Truxillo, Jeff Thompson",SAS,Computer Science,https://www.coursera.org/learn/machine-learning-sas
Splunk Search Expert 101,4.7,Beginner,2.0,157,"What is Splunk?, Introduction to Splunk, Using Fields, Scheduling Reports and Alerts, Visualizations",Splunk Instructor,Splunk Inc.,Computer Science,https://www.coursera.org/learn/splunk-search-expert-101
Cross-border road transport in EU law context,0.0,Advanced,26.0,0,"Introduction to the course and the topic, EU fundamental freedoms in the light of cross-border road transport, Private international law in the EU: competency and applicable law, Posting of workers, Social security coordination , European social dialogue, Final assignment: the SENSE sample case","Monika Tomaszewska, Luca Ratti, Amber Zwanenburg, Bartłomiej Bednarowicz, Michal Szypniewski, Mijke Houwerzijl, Herwig Verschueren",Erasmus University Rotterdam,Computer Science,https://www.coursera.org/learn/transport-eu-law
Mécanique quantique,4.8,Intermediate,22.0,131,"Dualité onde-corpuscule, ""La fonction donde"", Transformée de Fourier et diffraction, ""De limpulsion à lhamiltonien"", La particule quantique confinée, Mesures quantiques individuelles, Puits de potentiel à une dimension, ""Leffet tunnel""","Philippe Grangier, Mathieu de Naurois, Jean Dalibard, Manuel Joffre",École Polytechnique,Computer Science,https://www.coursera.org/learn/mecanique-quantique
"Natural Attenuation of Groundwater Contaminants: New Paradigms, Technologies, and Applications",4.8,Advanced,27.0,497,"Course Overview and MNA as an Evolving Technology, Biodegradation Principles, Abiotic Degradation Principles, Attenuation and Storage in Low K Zones, Dilution as an Attenuation Process - Sometimes, Better Technologies: Compound Specific Isotopes & Molecular Biological Tools, Monitoring for MNA, Modeling Tools to Support MNA, New Directions for MNA","David Adamson          , Charles Newell, Pedro Alvarez",Rice University,Computer Science,https://www.coursera.org/learn/natural-attenuation-of-groundwater-contaminants
Text Mining and Analytics,4.5,Not Provided,33.0,720,"Orientation, Week 1, Week 2, Week 3, Week 4, Week 5, Week 6",ChengXiang Zhai,University of Illinois at Urbana-Champaign,Computer Science,https://www.coursera.org/learn/text-mining
Wind resources for renewable energies,3.6,Intermediate,17.0,120,"BASICS ON ENERGY, BASIC METEOROLOGY , ATMOSPHERIC AND MARINE BOUNDARY LAYERS, WIND OR MARINE TURBINES, WIND RESOURCES, DATA ANALYSIS PROJECT – WIND RESOURCE ASSESSMENT","Alexandre Stegner, Riwal Plougoven, Martial Haeffelin, Philippe Drobinski",École Polytechnique,Computer Science,https://www.coursera.org/learn/wind-for-renewable-energies
iOS App Development with Swift Specialization,4.0,Intermediate,10.0,957,"Introduction To Swift Programming, iOS App Development Basics, App Design and Development for iOS, Build Your Own iOS App",Parham Aarabi,University of Toronto,Computer Science,https://www.coursera.org/specializations/app-development
Connecter et protéger : réseaux et sécurité des réseaux,0.0,Beginner,14.0,0,"Architecture réseau, Opérations réseau, Se protéger contre les intrusions réseau , Renforcement de la sécurité",Google Career Certificates,Google,Computer Science,https://www.coursera.org/learn/connecter-et-proteger-reseaux-et-securite-des-reseaux
Acing the Product Management Interview,4.7,Beginner,14.0,107,"Earn Trust, Hire and Develop the Best, Hire and Develop the Best (Continued), ""Its Always Day One""",Nancy Wang,Advancing Women in Tech,Computer Science,https://www.coursera.org/learn/acing-product-management-interviews
Robotics: Perception,4.3,Intermediate,32.0,642,"Geometry of Image Formation, Projective Transformations, Pose Estimation, Multi-View Geometry","Jianbo Shi, Kostas Daniilidis",University of Pennsylvania,Computer Science,https://www.coursera.org/learn/robotics-perception
"C++ Basic Structures: Vectors, Pointers, Strings, and Files",4.6,Beginner,9.0,187,"Vectors, Pointers, Strings, Files","Anh Le, Elise Deitrick",Codio,Computer Science,https://www.coursera.org/learn/cpp-basic-structures-vectors-pointers-strings-and-files
Probabilistic Deep Learning with TensorFlow 2,4.7,Advanced,52.0,97,"TensorFlow Distributions, Probabilistic layers and Bayesian neural networks, Bijectors and normalising flows, Variational autoencoders, Capstone Project",Dr Kevin Webster,Imperial College London,Computer Science,https://www.coursera.org/learn/probabilistic-deep-learning-with-tensorflow2
Oracle Database Foundations,4.6,Beginner,11.0,355,"Course Introduction, Introduction to Databases, Building a Database Structure, Relational Database Management Systems (RDBMS) & Oracle Database Storage, Designing A Database For a Specific Purpose",Rafiq Wayani,LearnQuest,Computer Science,https://www.coursera.org/learn/introduction-to-oracle-sql
Usable Security,4.6,Not Provided,11.0,3.290,"Week 1, Week 2, Week 3, Week 4, Week 5, Week 6, Final Exam",Jennifer Golbeck,"University of Maryland, College Park",Computer Science,https://www.coursera.org/learn/usable-security
Product Management: Foundations & Stakeholder Collaboration,0.0,Beginner,15.0,0,"Product Management Communication and Collaboration Fundamentals, Business Development and the Product Manager\xa0, Driving Strategy and Innovation, Understanding Communication Styles, Course Summary and Final Assessment","Daniel C. Yeomans, Skill-Up EdTech Team",SkillUp EdTech,Computer Science,https://www.coursera.org/learn/product-management-foundations-and-stakeholder-collaboration
Frontiers in Dentistry,4.9,Intermediate,4.0,21,"Introduction to Frontiers in Dentistry, The Center for Innovation and Precision Dentistry, Treatment of Patients with Disabilities, Innovations in Biomaterials and Artificial Intelligence, Digital Dentistry, Computer Assisted Orthodontics",Dr. Uri Hangorsky,University of Pennsylvania,Computer Science,https://www.coursera.org/learn/frontiers-in-dentistry
Data and Health Indicators in Public Health Practice,4.7,Beginner,6.0,1.167,"Introduction and Problem-Solving Methodology, Data Sources in Public Health, Measures of Disease Burden, Health Indicators ","Keri Althoff, PhD, MPH",Johns Hopkins University,Computer Science,https://www.coursera.org/learn/data-public-health
Julia Scientific Programming,4.4,Beginner,19.0,425,"Welcome to the course, A context for exploring Julia: Working with data, Notebooks as Julia Programs, Structuring data and functions in Julia","Juan H Klopper, Henri Laurie",University of Cape Town,Computer Science,https://www.coursera.org/learn/julia-programming
Applied Social Network Analysis in Python,4.6,Intermediate,26.0,2.677,"Why Study Networks and Basics on NetworkX, Network Connectivity, Influence Measures and Network Centralization, Network Evolution",Daniel Romero,University of Michigan,Computer Science,https://www.coursera.org/learn/python-social-network-analysis
Python Classes and Inheritance,4.7,Intermediate,18.0,3.540,"Classes, Inheritance, Unit Testing and Exceptions","Paul Resnick, Steve Oney",University of Michigan,Computer Science,https://www.coursera.org/learn/python-classes-inheritance
Building Database Applications in PHP,4.9,Intermediate,24.0,1.060,"PHP Objects, Connecting PHP and MySQL, PHP Cookies and Sessions, PHP Redirect, Routing, and Authentication, Building a CRUD Application",Charles Russell Severance,University of Michigan,Computer Science,https://www.coursera.org/learn/database-applications-php
C Programming: Getting Started - 1,4.6,Beginner,11.0,179,"Week 1: Welcome and the History of C, Week 2: Printing, loops, and comments, Week 3: Integers, variables and user input, Week 4: Characters and doubles, Concluding the course","Petra Bonfert-Taylor, Rémi SHARROCK","Dartmouth College, Institut Mines-Télécom",Computer Science,https://www.coursera.org/learn/c-programming-getting-started
Robotics: Computational Motion Planning,4.3,Not Provided,11.0,1.027,"Introduction and Graph-based Plan Methods, Configuration Space, Sampling-based Planning Methods , Artificial Potential Field Methods",CJ Taylor,University of Pennsylvania,Computer Science,https://www.coursera.org/learn/robotics-motion-planning
Introduction to Computer Programming with Visual Basic Specialization,4.6,Beginner,10.0,81,"Foundations of Computer Science, Introduction to Visual Basic Programming, Visual Basic Programming: Classes and Collections, Visual Basic Programming: Inheritance and Polymorphism",Aspen Olmsted,LearnQuest,Computer Science,https://www.coursera.org/specializations/visual-basic-computer-programming
IBM Data Science Professional Certificate,4.6,Beginner,10.0,68.453,"What is Data Science? , Tools for Data Science, Data Science Methodology, Python for Data Science, AI & Development, Python Project for Data Science, Databases and SQL for Data Science with Python, Data Analysis with Python, Data Visualization with Python, Machine Learning with Python, Applied Data Science Capstone","Dr. Pooja, Yan Luo, Svetlana Levitan, SAEED AGHABOZORGI, Hima Vasudevan, Joseph Santarcangelo, Polong Lin, Romeo Kienzler, Rav Ahuja, Aije Egwaikhide, Alex Aklson, Saishruthi Swaminathan, Azim Hirjani",IBM,DataScience,https://www.coursera.org/professional-certificates/ibm-data-science
Data Science Specialization,4.5,Beginner,10.0,38.691,"The Data Scientist’s Toolbox, R Programming, Getting and Cleaning Data, Exploratory Data Analysis, Reproducible Research, Statistical Inference, Regression Models, Practical Machine Learning, Developing Data Products, Data Science Capstone","Brian Caffo, PhD, Jeff Leek, PhD, Roger D. Peng, PhD",Johns Hopkins University,DataScience,https://www.coursera.org/specializations/jhu-data-science
Google Data Analytics Professional Certificate,4.8,Beginner,10.0,130.425,"Foundations: Data, Data, Everywhere, Ask Questions to Make Data-Driven Decisions, Prepare Data for Exploration, Process Data from Dirty to Clean, Analyze Data to Answer Questions, Share Data Through the Art of Visualization, Data Analysis with R Programming, Google Data Analytics Capstone: Complete a Case Study",Google Career Certificates,Google,DataScience,https://www.coursera.org/professional-certificates/google-data-analytics
"Python for Data Science, AI & Development",4.6,Beginner,26.0,34.702,"Python Basics , Python Data Structures , Python Programming Fundamentals , Working with Data in Python , APIs, and Data Collection",Joseph Santarcangelo,IBM,DataScience,https://www.coursera.org/learn/python-for-applied-data-science-ai
Applied Data Science with Python Specialization,4.5,Intermediate,10.0,25.911,"Introduction to Data Science in Python, Applied Plotting, Charting & Data Representation in Python, Applied Machine Learning in Python, Applied Text Mining in Python, Applied Social Network Analysis in Python","Christopher Brooks, Kevyn Collins-Thompson, Daniel Romero, V. G. Vinod Vydiswaran",University of Michigan,DataScience,https://www.coursera.org/specializations/data-science-python
What is Data Science? ,4.7,Beginner,11.0,67.257,"Defining Data Science and What Data Scientists Do, Data Science Topics, Applications and Careers in Data Science, Data literacy for Data Science (Optional)","Alex Aklson, Rav Ahuja",IBM,DataScience,https://www.coursera.org/learn/what-is-datascience
Introduction to Data Science Specialization,4.7,Beginner,10.0,12.363,"What is Data Science? , Tools for Data Science, Data Science Methodology, Databases and SQL for Data Science with Python","Svetlana Levitan, Hima Vasudevan, Polong Lin, Romeo Kienzler, Rav Ahuja, Aije Egwaikhide, Alex Aklson",IBM,DataScience,https://www.coursera.org/specializations/introduction-data-science
Foundations of Data Science,4.7,Advanced,26.0,1.514,"Introduction to data science concepts, The impact of data today, Your career as a data professional , Data applications and workflow, Course 1 end-of-course project",Google Career Certificates,Google,DataScience,https://www.coursera.org/learn/foundations-of-data-science
Data Science Math Skills,4.5,Beginner,13.0,11.576,"Welcome to Data Science Math Skills, Building Blocks for Problem Solving, Functions and Graphs, Measuring Rates of Change, Introduction to Probability Theory","Paul Bendich, Daniel Egger",Duke University,DataScience,https://www.coursera.org/learn/datasciencemathskills
IBM Data Analyst Professional Certificate,4.7,Beginner,10.0,16.706,"Introduction to Data Analytics, Excel Basics for Data Analysis, Data Visualization and Dashboards with Excel and Cognos, Python for Data Science, AI & Development, Python Project for Data Science, Databases and SQL for Data Science with Python, Data Analysis with Python, Data Visualization with Python, IBM Data Analyst Capstone Project","Dr. Pooja, Sandip Saha Joy, Kevin McFaul, Steve Ryan, Hima Vasudevan, Joseph Santarcangelo, Rav Ahuja, Saishruthi Swaminathan, Azim Hirjani",IBM,DataScience,https://www.coursera.org/professional-certificates/ibm-data-analyst
Advanced Data Science with IBM Specialization,4.4,Advanced,10.0,2.379,"Fundamentals of Scalable Data Science, Advanced Machine Learning and Signal Processing, Applied AI with DeepLearning, Advanced Data Science Capstone","Niketan Pansare, Ilja Rasin, Tom Hanlon, Max Pumperla, Romeo Kienzler, Nikolay Manchev",IBM,DataScience,https://www.coursera.org/specializations/advanced-data-science-ibm
Executive Data Science Specialization,4.5,Beginner,10.0,7.153,"A Crash Course in Data Science, Building a Data Science Team, Managing Data Analysis, Data Science in Real Life, Executive Data Science Capstone","Brian Caffo, PhD, Jeff Leek, PhD, Roger D. Peng, PhD",Johns Hopkins University,DataScience,https://www.coursera.org/specializations/executive-data-science
Google Advanced Data Analytics Professional Certificate,4.8,Advanced,10.0,2.130,"Foundations of Data Science, Get Started with Python, Go Beyond the Numbers: Translate Data into Insights, The Power of Statistics, Regression Analysis: Simplify Complex Data Relationships, The Nuts and Bolts of Machine Learning, Google Advanced Data Analytics Capstone",Google Career Certificates,Google,DataScience,https://www.coursera.org/professional-certificates/google-advanced-data-analytics
Data Science Methodology,4.6,Beginner,6.0,19.780,"From Problem to Approach and From Requirements to Collection, From Understanding to Preparation and From Modeling to Evaluation, From Deployment to Feedback and Final Evaluation, Final Project and Assessment","Alex Aklson, Polong Lin",IBM,DataScience,https://www.coursera.org/learn/data-science-methodology
A Crash Course in Data Science,4.5,Beginner,8.0,8.126,A Crash Course in Data Science,"Brian Caffo, PhD, Roger D. Peng, PhD, Jeff Leek, PhD",Johns Hopkins University,DataScience,https://www.coursera.org/learn/data-science-course
Applied Data Science Specialization,4.6,Beginner,10.0,7.406,"Python for Data Science, AI & Development, Python Project for Data Science, Data Analysis with Python, Data Visualization with Python, Applied Data Science Capstone","Dr. Pooja, Yan Luo, Joseph Santarcangelo, Saishruthi Swaminathan, Azim Hirjani",IBM,DataScience,https://www.coursera.org/specializations/applied-data-science
Introduction to Data Analytics,4.8,Beginner,10.0,14.036,"What is Data Analytics, The Data Ecosystem, Gathering and Wrangling Data, Mining & Visualizing Data and Communicating Results, Career Opportunities and Data Analysis in Action",Rav Ahuja,IBM,DataScience,https://www.coursera.org/learn/introduction-to-data-analytics
SQL for Data Science,4.6,Beginner,18.0,15.877,"Getting Started and Selecting & Retrieving Data with SQL, Filtering, Sorting, and Calculating Data with SQL, Subqueries and Joins in SQL, Modifying and Analyzing Data with SQL",Sadie St. Lawrence,"University of California, Davis",DataScience,https://www.coursera.org/learn/sql-for-data-science
Mathematics for Machine Learning and Data Science Specialization,4.6,Beginner,5.0,1.449,"Linear Algebra for Machine Learning and Data Science, Calculus for Machine Learning and Data Science, Probability & Statistics for Machine Learning & Data Science","Magdalena Bouza, Elena Sanina, Luis Serrano, Anshuman Singh",DeepLearning.AI,DataScience,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science
